0;0;0;0;land;false;unknown;0
1;131;252;128;land;false;hills;1
2;144;252;180;land;false;hills;1
3;176;165;164;land;false;desert;1
4;172;183;224;land;false;desert;1
5;232;103;241;land;false;desert;1
6;247;245;138;land;false;forest;1
7;245;232;236;land;false;desert;1
8;187;221;107;land;false;mountain;1
9;162;186;166;land;false;forest;1
10;237;231;81;land;false;plains;1
11;238;251;209;land;true;plains;1
12;169;209;184;land;false;hills;1
13;173;225;213;land;true;forest;1
14;132;240;196;land;false;mountain;1
15;159;202;249;land;false;desert;1
16;239;232;130;land;false;desert;1
17;94;236;239;land;false;desert;1
18;96;202;220;land;false;plains;1
19;76;185;250;land;false;plains;1
20;237;133;229;land;false;desert;1
21;190;103;235;land;false;hills;1
22;214;227;137;land;true;jungle;1
23;171;181;177;land;false;desert;1
24;223;214;247;land;false;desert;1
25;207;230;203;land;false;forest;1
26;87;218;233;land;false;plains;1
27;239;104;167;land;false;jungle;1
28;225;137;232;land;false;desert;1
29;156;234;221;land;false;desert;1
30;137;228;155;land;false;forest;1
31;206;251;69;land;false;desert;1
32;164;121;245;land;false;desert;1
33;163;209;184;land;false;jungle;1
34;122;216;207;land;false;hills;1
35;236;60;235;land;false;mountain;1
36;186;229;161;land;true;plains;1
37;154;203;145;land;true;desert;1
38;221;187;187;land;false;mountain;1
39;206;225;195;land;false;desert;1
40;230;145;192;land;false;desert;1
41;168;145;235;land;false;forest;1
42;244;183;102;land;false;desert;1
43;171;158;188;land;false;desert;1
44;250;161;228;land;false;forest;1
45;175;233;175;land;false;mountain;1
46;210;230;92;land;false;forest;1
47;160;223;121;land;false;desert;1
48;193;174;228;land;false;mountain;1
49;248;242;178;land;false;desert;1
50;135;218;251;land;false;jungle;1
51;145;248;216;land;false;desert;1
52;241;213;191;land;false;hills;1
53;236;239;106;land;true;plains;1
54;202;213;245;land;false;plains;1
55;252;177;209;land;false;jungle;1
56;196;176;198;land;false;desert;1
57;216;227;149;land;false;hills;1
58;159;189;161;land;false;desert;1
59;205;243;57;land;true;desert;1
60;214;143;144;land;false;desert;1
61;226;96;198;land;false;desert;1
62;236;58;228;land;false;plains;1
63;204;200;244;land;false;mountain;1
64;201;176;239;land;false;desert;1
65;224;231;187;land;false;mountain;1
66;214;199;113;land;false;jungle;1
67;211;118;192;land;false;mountain;1
68;124;179;222;land;false;jungle;1
69;207;150;252;land;false;desert;1
70;169;171;174;land;false;mountain;1
71;238;245;203;land;true;plains;1
72;239;205;210;land;false;mountain;1
73;180;190;240;land;false;hills;1
74;227;253;142;land;false;desert;1
75;174;237;202;land;false;desert;1
76;175;127;212;land;false;hills;1
77;244;252;74;land;false;forest;1
78;200;252;240;land;false;hills;1
79;202;249;207;land;false;desert;1
80;203;174;209;land;false;hills;1
81;154;206;210;land;false;desert;1
82;233;115;227;land;false;mountain;1
83;210;176;126;land;false;desert;1
84;226;223;95;land;false;hills;1
85;214;129;196;land;false;forest;1
86;152;188;202;land;false;desert;1
87;137;205;235;land;true;forest;1
88;254;131;208;land;false;desert;1
89;169;117;241;land;false;mountain;1
90;207;115;246;land;false;mountain;1
91;240;74;196;land;false;desert;1
92;133;141;246;land;false;jungle;1
93;164;122;249;land;true;desert;1
94;48;208;246;land;false;plains;1
95;248;184;124;land;false;hills;1
96;111;247;235;land;true;desert;1
97;212;245;152;land;false;forest;1
98;233;85;201;land;false;forest;1
99;247;101;230;land;false;mountain;1
100;238;195;99;land;false;mountain;1
101;152;253;137;land;false;mountain;1
102;230;228;141;land;false;forest;1
103;253;232;246;land;true;forest;1
104;237;110;229;land;false;desert;1
105;205;231;123;land;false;forest;1
106;42;244;240;land;false;hills;1
107;149;249;242;land;false;forest;1
108;144;253;247;land;false;desert;1
109;203;200;150;land;false;desert;1
110;245;121;195;land;false;desert;1
111;155;149;206;land;false;mountain;1
112;221;177;254;land;false;mountain;1
113;161;233;190;land;false;mountain;1
114;174;251;187;land;false;desert;1
115;220;198;154;land;false;desert;1
116;224;228;182;land;false;mountain;1
117;230;228;58;land;false;hills;1
118;242;122;155;land;true;hills;1
119;201;176;172;land;true;desert;1
120;82;183;248;land;false;mountain;1
121;246;181;118;land;false;plains;1
122;184;249;227;land;false;forest;1
123;181;76;253;land;false;jungle;1
124;224;107;193;land;false;jungle;1
125;204;226;165;land;false;forest;1
126;211;163;154;land;false;desert;1
127;194;158;209;land;false;desert;1
128;199;198;111;land;false;desert;1
129;234;213;163;land;false;mountain;1
130;172;157;230;land;false;desert;1
131;135;243;232;land;false;desert;1
132;195;156;214;land;false;plains;1
133;159;247;197;land;false;hills;1
134;220;171;123;land;false;plains;1
135;244;134;168;land;false;jungle;1
136;176;195;167;land;false;mountain;1
137;35;228;248;land;false;desert;1
138;144;199;242;land;true;hills;1
139;224;139;156;land;false;mountain;1
140;131;186;221;land;false;plains;1
141;132;247;155;land;false;hills;1
142;191;217;201;land;true;forest;1
143;86;193;251;land;false;hills;1
144;197;250;224;land;false;jungle;1
145;96;242;238;land;false;desert;1
146;251;148;216;land;false;plains;1
147;228;120;226;land;false;plains;1
148;144;251;198;land;false;desert;1
149;237;139;150;land;false;plains;1
150;195;155;242;land;false;hills;1
151;180;237;162;land;true;mountain;1
152;108;208;203;land;false;plains;1
153;165;244;241;land;false;forest;1
154;241;220;57;land;false;jungle;1
155;181;225;216;land;true;plains;1
156;239;204;123;land;false;jungle;1
157;223;167;190;land;false;plains;1
158;159;154;225;land;false;mountain;1
159;101;203;203;land;false;plains;1
160;124;168;211;land;false;forest;1
161;206;145;185;land;false;mountain;1
162;147;214;140;land;false;plains;1
