0;0;0;0;land;false;unknown;0
1;219;92;212;land;false;hills;1
2;251;160;207;land;true;desert;1
3;160;240;185;land;false;jungle;1
4;219;204;117;land;false;desert;1
5;199;179;129;land;false;hills;1
6;187;95;234;land;false;plains;1
7;161;245;186;land;false;desert;1
8;133;192;187;land;false;plains;1
9;226;195;171;land;false;mountain;1
10;222;248;127;land;false;desert;1
11;50;247;211;land;false;desert;1
12;136;161;212;land;false;forest;1
13;221;163;254;land;false;plains;1
14;248;198;252;land;false;mountain;1
15;167;204;170;land;true;mountain;1
16;180;227;201;land;false;hills;1
17;178;180;144;land;false;hills;1
18;215;208;92;land;false;mountain;1
19;138;211;164;land;false;mountain;1
20;250;199;73;land;true;plains;1
21;191;180;225;land;false;mountain;1
22;242;128;150;land;false;jungle;1
23;128;178;218;land;false;desert;1
24;223;249;203;land;false;mountain;1
25;114;214;214;land;true;desert;1
26;207;207;183;land;false;plains;1
27;212;156;192;land;false;mountain;1
28;244;113;172;land;false;desert;1
29;46;233;248;land;false;mountain;1
30;174;223;164;land;false;desert;1
31;158;172;201;land;false;mountain;1
32;201;99;238;land;true;desert;1
33;198;171;199;land;false;jungle;1
34;253;206;66;land;true;plains;1
35;172;191;243;land;false;mountain;1
36;251;213;121;land;false;hills;1
37;222;40;239;land;false;desert;1
38;236;213;238;land;false;mountain;1
39;173;139;227;land;false;desert;1
40;219;240;144;land;false;desert;1
41;186;183;223;land;true;desert;1
42;183;167;207;land;true;desert;1
43;205;199;217;land;false;hills;1
44;231;158;142;land;false;jungle;1
45;210;150;212;land;false;desert;1
46;229;181;124;land;false;plains;1
47;109;241;164;land;false;mountain;1
48;91;208;234;land;false;forest;1
49;246;9;254;land;false;mountain;1
50;149;172;241;land;true;desert;1
51;156;234;198;land;false;plains;1
52;252;101;153;land;false;desert;1
53;251;156;172;land;true;plains;1
54;153;177;252;land;false;desert;1
55;185;128;244;land;false;mountain;1
56;226;238;70;land;false;forest;1
57;231;252;80;land;false;hills;1
58;156;147;206;land;false;desert;1
59;138;182;245;land;false;plains;1
60;233;76;206;land;true;desert;1
61;167;139;210;land;false;desert;1
62;186;214;205;land;false;hills;1
63;189;234;215;land;false;desert;1
64;190;196;225;land;true;jungle;1
65;216;198;207;land;false;desert;1
66;73;246;212;land;false;desert;1
67;250;231;93;land;false;jungle;1
68;201;191;181;land;false;desert;1
69;249;213;124;land;false;desert;1
70;126;185;252;land;false;mountain;1
71;196;203;249;land;true;desert;1
72;241;85;210;land;false;forest;1
73;127;241;213;land;false;desert;1
74;203;132;171;land;false;hills;1
75;96;194;232;land;false;desert;1
76;211;181;189;land;false;plains;1
77;247;215;72;land;false;mountain;1
78;236;152;118;land;false;forest;1
79;243;157;173;land;false;desert;1
80;244;229;104;land;false;mountain;1
81;176;210;154;land;false;mountain;1
82;245;253;29;land;false;desert;1
83;109;218;202;land;true;desert;1
84;220;184;252;land;false;mountain;1
85;151;187;247;land;false;hills;1
86;238;119;167;land;false;plains;1
87;113;213;182;land;false;desert;1
88;234;174;209;land;false;desert;1
89;116;253;201;land;false;mountain;1
90;135;206;229;land;false;desert;1
91;235;33;249;land;false;desert;1
92;62;199;243;land;true;desert;1
93;178;230;100;land;false;desert;1
94;116;203;195;land;false;desert;1
95;243;226;62;land;false;desert;1
96;244;128;217;land;false;plains;1
97;235;220;222;land;true;forest;1
98;243;231;133;land;false;desert;1
99;175;207;153;land;false;hills;1
100;169;192;158;land;false;plains;1
101;104;213;251;land;false;desert;1
102;162;180;162;land;false;mountain;1
103;228;132;191;land;false;desert;1
104;125;188;196;land;false;hills;1
105;167;151;212;land;false;mountain;1
106;184;200;144;land;false;mountain;1
107;185;99;238;land;false;mountain;1
108;207;152;243;land;false;desert;1
109;183;196;179;land;false;forest;1
110;183;150;210;land;true;desert;1
111;45;220;248;land;false;desert;1
112;113;253;135;land;false;mountain;1
113;117;202;227;land;true;desert;1
114;198;174;158;land;false;hills;1
115;219;129;189;land;true;forest;1
116;131;167;232;land;false;desert;1
117;214;167;208;land;false;mountain;1
118;209;244;254;land;false;mountain;1
119;142;147;241;land;false;desert;1
120;210;215;131;land;false;desert;1
121;248;170;178;land;false;desert;1
122;153;231;242;land;false;hills;1
123;208;164;178;land;false;jungle;1
124;251;134;209;land;false;desert;1
125;234;232;116;land;false;hills;1
126;207;113;227;land;false;desert;1
127;191;200;241;land;true;forest;1
128;202;254;85;land;false;desert;1
129;224;142;167;land;true;forest;1
130;174;206;127;land;false;hills;1
131;231;205;151;land;false;desert;1
132;146;230;244;land;false;mountain;1
133;170;227;228;land;false;desert;1
134;108;238;225;land;true;desert;1
135;159;239;190;land;false;mountain;1
136;226;154;140;land;false;desert;1
137;253;195;68;land;false;plains;1
138;245;158;127;land;false;desert;1
139;250;224;149;land;false;plains;1
140;244;190;166;land;false;mountain;1
141;230;239;96;land;false;desert;1
142;139;228;153;land;false;desert;1
143;236;244;34;land;false;mountain;1
144;99;238;240;land;false;desert;1
145;163;227;245;land;false;mountain;1
146;155;230;130;land;true;desert;1
147;185;141;179;land;false;mountain;1
148;191;210;233;land;false;mountain;1
149;232;146;156;land;false;desert;1
150;108;243;159;land;false;mountain;1
151;176;229;137;land;false;hills;1
152;109;201;240;land;true;forest;1
153;167;154;207;land;false;mountain;1
154;91;247;249;land;true;desert;1
155;177;180;145;land;false;plains;1
156;190;197;225;land;false;desert;1
157;237;57;214;land;false;hills;1
158;150;225;173;land;false;mountain;1
159;195;183;212;land;false;desert;1
160;242;130;134;land;false;mountain;1
161;76;253;249;land;false;forest;1
162;167;172;187;land;false;plains;1
163;163;252;210;land;false;hills;1
164;174;249;239;land;false;forest;1
165;69;218;223;land;true;desert;1
166;223;233;233;land;false;desert;1
167;230;162;249;land;false;mountain;1
168;223;221;200;land;false;mountain;1
169;164;250;111;land;false;desert;1
170;176;192;155;land;false;hills;1
171;235;136;163;land;false;jungle;1
172;238;31;246;land;false;desert;1
173;127;229;147;land;true;desert;1
174;240;95;247;land;false;desert;1
175;243;242;143;land;false;forest;1
176;253;187;154;land;false;mountain;1
177;241;210;222;land;false;desert;1
178;245;203;218;land;false;plains;1
179;249;254;191;land;false;plains;1
180;178;252;247;land;false;hills;1
181;205;115;189;land;true;forest;1
182;175;225;112;land;true;plains;1
183;218;223;210;land;false;plains;1
184;237;209;240;land;false;hills;1
185;241;112;236;land;false;forest;1
186;138;247;141;land;false;mountain;1
187;184;253;67;land;false;mountain;1
188;128;138;247;land;false;plains;1
189;185;187;214;land;false;forest;1
190;223;245;104;land;false;mountain;1
191;170;97;248;land;false;forest;1
192;221;190;170;land;false;desert;1
193;203;220;242;land;false;mountain;1
194;240;238;37;land;false;desert;1
195;109;180;225;land;true;desert;1
196;137;213;237;land;false;hills;1
197;244;108;226;land;false;desert;1
198;159;242;148;land;false;mountain;1
199;128;182;209;land;false;hills;1
200;249;107;253;land;false;jungle;1
201;194;214;143;land;false;desert;1
202;239;131;244;land;true;desert;1
203;221;244;94;land;false;mountain;1
204;112;180;225;land;false;desert;1
205;233;69;227;land;true;plains;1
206;137;206;198;land;false;mountain;1
207;198;187;201;land;false;forest;1
208;237;180;226;land;false;forest;1
209;182;248;112;land;false;hills;1
210;200;232;136;land;false;hills;1
211;108;211;188;land;false;desert;1
212;159;220;210;land;false;plains;1
213;144;235;132;land;false;desert;1
214;128;232;162;land;false;plains;1
215;202;113;187;land;false;desert;1
216;150;250;232;land;true;desert;1
217;251;102;214;land;false;desert;1
218;245;94;226;land;false;desert;1
219;245;180;81;land;true;plains;1
220;247;244;41;land;false;desert;1
221;145;210;207;land;true;desert;1
